Gene,p_value,odds_ratio,n_strong_present,n_weak_present,p_adj,Direction
parE,1,0,11,7,1,Enriched in Strong
msbA_2,1,0,11,7,1,Enriched in Strong
speA,1,0,11,7,1,Enriched in Strong
group_3528,1,0,11,7,1,Enriched in Strong
gpr,1,0,11,7,1,Enriched in Strong
mutL,1,0,11,7,1,Enriched in Strong
mcpQ_2,1,0,11,7,1,Enriched in Strong
group_3527,1,0,11,7,1,Enriched in Strong
livF_1,1,0,11,7,1,Enriched in Strong
group_3526,1,0,11,7,1,Enriched in Strong
dtd,1,0,11,7,1,Enriched in Strong
tolQ_5,1,0,11,7,1,Enriched in Strong
rhlB_2,1,0,11,7,1,Enriched in Strong
group_3525,1,0,11,7,1,Enriched in Strong
ctpL,1,0,11,7,1,Enriched in Strong
group_3524,1,0,11,7,1,Enriched in Strong
group_3523,1,0,11,7,1,Enriched in Strong
pgaB,1,0,11,7,1,Enriched in Strong
betT2,1,0,11,7,1,Enriched in Strong
group_3522,1,0,11,7,1,Enriched in Strong
rplI,1,0,11,7,1,Enriched in Strong
vgrG1_2,1,0,11,7,1,Enriched in Strong
emrA_4,1,0,11,7,1,Enriched in Strong
fabG_2,1,0,11,7,1,Enriched in Strong
rfaC,1,0,11,7,1,Enriched in Strong
group_3521,1,0,11,7,1,Enriched in Strong
group_3520,1,0,11,7,1,Enriched in Strong
cobI,1,0,11,7,1,Enriched in Strong
queG,1,0,11,7,1,Enriched in Strong
btuB_5,1,0,11,7,1,Enriched in Strong
mutY,1,0,11,7,1,Enriched in Strong
group_3519,1,0,11,7,1,Enriched in Strong
group_3518,1,0,11,7,1,Enriched in Strong
group_3517,1,0,11,7,1,Enriched in Strong
COQ5_2,1,0,11,7,1,Enriched in Strong
glnQ_2,1,0,11,7,1,Enriched in Strong
group_3516,1,0,11,7,1,Enriched in Strong
hemE,1,0,11,7,1,Enriched in Strong
aaeB_3,1,0,11,7,1,Enriched in Strong
macA_2,1,0,11,7,1,Enriched in Strong
cntO_4,1,0,11,7,1,Enriched in Strong
btuB_4,1,0,11,7,1,Enriched in Strong
ompR_3,1,0,11,7,1,Enriched in Strong
cntO_1,1,0,11,7,1,Enriched in Strong
trmL,1,0,11,7,1,Enriched in Strong
group_3514,1,0,11,7,1,Enriched in Strong
aroQ1,1,0,11,7,1,Enriched in Strong
group_3513,1,0,11,7,1,Enriched in Strong
mdtA_5,1,0,11,7,1,Enriched in Strong
rffG,1,0,11,7,1,Enriched in Strong
rpsR,1,0,11,7,1,Enriched in Strong
group_3512,1,0,11,7,1,Enriched in Strong
ltxB,1,0,11,7,1,Enriched in Strong
group_3511,1,0,11,7,1,Enriched in Strong
tcyC_2,1,0,11,7,1,Enriched in Strong
glnL,1,0,11,7,1,Enriched in Strong
group_3509,1,0,11,7,1,Enriched in Strong
group_3508,1,0,11,7,1,Enriched in Strong
accB,1,0,11,7,1,Enriched in Strong
copA_2,1,0,11,7,1,Enriched in Strong
hisA,1,0,11,7,1,Enriched in Strong
rpmE,1,0,11,7,1,Enriched in Strong
chaA,1,0,11,7,1,Enriched in Strong
group_3506,1,0,11,7,1,Enriched in Strong
group_3505,1,0,11,7,1,Enriched in Strong
nagR_2,1,0,11,7,1,Enriched in Strong
priA,1,0,11,7,1,Enriched in Strong
guaD_2,1,0,11,7,1,Enriched in Strong
artJ_2,1,0,11,7,1,Enriched in Strong
parC,1,0,11,7,1,Enriched in Strong
group_3503,1,0,11,7,1,Enriched in Strong
group_3502,1,0,11,7,1,Enriched in Strong
group_3501,1,0,11,7,1,Enriched in Strong
group_3499,1,0,11,7,1,Enriched in Strong
yhgF,1,0,11,7,1,Enriched in Strong
ydeP,1,0,11,7,1,Enriched in Strong
aguA,1,0,11,7,1,Enriched in Strong
group_3498,1,0,11,7,1,Enriched in Strong
tsaE,1,0,11,7,1,Enriched in Strong
group_3497,1,0,11,7,1,Enriched in Strong
metN_2,1,0,11,7,1,Enriched in Strong
isfD_2,1,0,11,7,1,Enriched in Strong
rlmB,1,0,11,7,1,Enriched in Strong
group_3495,1,0,11,7,1,Enriched in Strong
malP,1,0,11,7,1,Enriched in Strong
group_3494,1,0,11,7,1,Enriched in Strong
mrcA,1,0,11,7,1,Enriched in Strong
pgaA,1,0,11,7,1,Enriched in Strong
group_3493,1,0,11,7,1,Enriched in Strong
rfaG,1,0,11,7,1,Enriched in Strong
hisF,1,0,11,7,1,Enriched in Strong
group_3491,1,0,11,7,1,Enriched in Strong
group_3490,1,0,11,7,1,Enriched in Strong
group_3489,1,0,11,7,1,Enriched in Strong
opgH,1,0,11,7,1,Enriched in Strong
secB,1,0,11,7,1,Enriched in Strong
soj_2,1,0,11,7,1,Enriched in Strong
ubiE,1,0,11,7,1,Enriched in Strong
braC_1,1,0,11,7,1,Enriched in Strong
occP,1,0,11,7,1,Enriched in Strong
group_3488,1,0,11,7,1,Enriched in Strong
rnr,1,0,11,7,1,Enriched in Strong
aceE_1,1,0,11,7,1,Enriched in Strong
group_3487,1,0,11,7,1,Enriched in Strong
glnQ_8,1,0,11,7,1,Enriched in Strong
group_3486,1,0,11,7,1,Enriched in Strong
group_3485,1,0,11,7,1,Enriched in Strong
group_3484,1,0,11,7,1,Enriched in Strong
group_3483,1,0,11,7,1,Enriched in Strong
sasA_7,1,0,11,7,1,Enriched in Strong
tauB,1,0,11,7,1,Enriched in Strong
bluF,1,0,11,7,1,Enriched in Strong
grxC,1,0,11,7,1,Enriched in Strong
group_3482,1,0,11,7,1,Enriched in Strong
acpP_1,1,0,11,7,1,Enriched in Strong
group_3481,1,0,11,7,1,Enriched in Strong
group_3480,1,0,11,7,1,Enriched in Strong
group_3479,1,0,11,7,1,Enriched in Strong
metQ_4,1,0,11,7,1,Enriched in Strong
fic,1,0,11,7,1,Enriched in Strong
rssB_4,1,0,11,7,1,Enriched in Strong
argD_3,1,0,11,7,1,Enriched in Strong
group_3478,1,0,11,7,1,Enriched in Strong
glnE,1,0,11,7,1,Enriched in Strong
aroK,1,0,11,7,1,Enriched in Strong
trxC,1,0,11,7,1,Enriched in Strong
czcA_3,1,0,11,7,1,Enriched in Strong
group_3477,1,0,11,7,1,Enriched in Strong
group_3475,1,0,11,7,1,Enriched in Strong
hfq,1,0,11,7,1,Enriched in Strong
fpuC,1,0,11,7,1,Enriched in Strong
nimR_1,1,0,11,7,1,Enriched in Strong
yycB_4,1,0,11,7,1,Enriched in Strong
ureE,1,0,11,7,1,Enriched in Strong
group_3474,1,0,11,7,1,Enriched in Strong
group_3473,1,0,11,7,1,Enriched in Strong
cysQ~~~cysQ_2,1,0,11,7,1,Enriched in Strong
mscK,1,0,11,7,1,Enriched in Strong
hflK,1,0,11,7,1,Enriched in Strong
tatC,1,0,11,7,1,Enriched in Strong
group_3472,1,0,11,7,1,Enriched in Strong
fliY_5,1,0,11,7,1,Enriched in Strong
group_3470,1,0,11,7,1,Enriched in Strong
artQ,1,0,11,7,1,Enriched in Strong
cmoM,1,0,11,7,1,Enriched in Strong
hisZ_2,1,0,11,7,1,Enriched in Strong
acpP_2,1,0,11,7,1,Enriched in Strong
group_3466,1,0,11,7,1,Enriched in Strong
soxC_3,1,0,11,7,1,Enriched in Strong
fliY_4,1,0,11,7,1,Enriched in Strong
group_3465,1,0,11,7,1,Enriched in Strong
kbp,1,0,11,7,1,Enriched in Strong
group_3464,1,0,11,7,1,Enriched in Strong
bcr_1,1,0,11,7,1,Enriched in Strong
putA,1,0,11,7,1,Enriched in Strong
group_3463,1,0,11,7,1,Enriched in Strong
group_3462,1,0,11,7,1,Enriched in Strong
lpxT,1,0,11,7,1,Enriched in Strong
group_3461,1,0,11,7,1,Enriched in Strong
group_3460,1,0,11,7,1,Enriched in Strong
group_3457,1,0,11,7,1,Enriched in Strong
gltB,1,0,11,7,1,Enriched in Strong
nlhH,1,0,11,7,1,Enriched in Strong
group_3454,1,0,11,7,1,Enriched in Strong
rfaP,1,0,11,7,1,Enriched in Strong
group_3452,1,0,11,7,1,Enriched in Strong
group_3451,1,0,11,7,1,Enriched in Strong
cobL,1,0,11,7,1,Enriched in Strong
hutI,1,0,11,7,1,Enriched in Strong
group_3450,1,0,11,7,1,Enriched in Strong
fliY_3,1,0,11,7,1,Enriched in Strong
group_3449,1,0,11,7,1,Enriched in Strong
rssB_6,1,0,11,7,1,Enriched in Strong
occM_2~~~occM_3,1,0,11,7,1,Enriched in Strong
tatA,1,0,11,7,1,Enriched in Strong
group_3448,1,0,11,7,1,Enriched in Strong
group_3447,1,0,11,7,1,Enriched in Strong
group_3446,1,0,11,7,1,Enriched in Strong
cobK,1,0,11,7,1,Enriched in Strong
group_3445,1,0,11,7,1,Enriched in Strong
rhdA,1,0,11,7,1,Enriched in Strong
cpdA_1,1,0,11,7,1,Enriched in Strong
pncB2,1,0,11,7,1,Enriched in Strong
serB2,1,0,11,7,1,Enriched in Strong
cysT,1,0,11,7,1,Enriched in Strong
lcdH_2~~~lcdH~~~lcdH_1,1,0,11,7,1,Enriched in Strong
group_3411,1,0,11,7,1,Enriched in Strong
group_3392,1,0,11,7,1,Enriched in Strong
group_3389,1,0,11,7,1,Enriched in Strong
group_3387,1,0,11,7,1,Enriched in Strong
group_3377,1,0,11,7,1,Enriched in Strong
group_3370,1,0,11,7,1,Enriched in Strong
group_3359,1,0,11,7,1,Enriched in Strong
rfbD~~~rfbD_2,1,0,11,7,1,Enriched in Strong
mamB,1,0,11,7,1,Enriched in Strong
group_3338,1,0,11,7,1,Enriched in Strong
nolT,1,0,11,7,1,Enriched in Strong
yhhW_2,1,0,11,7,1,Enriched in Strong
group_3334,1,0,11,7,1,Enriched in Strong
nepI_2~~~nepI_1,1,0,11,7,1,Enriched in Strong
group_3329,1,0,11,7,1,Enriched in Strong
group_3323,1,0,11,7,1,Enriched in Strong
group_3322,1,0,11,7,1,Enriched in Strong
rfbA~~~rfbA_1,1,0,11,7,1,Enriched in Strong
group_3319,1,0,11,7,1,Enriched in Strong
group_3315,1,0,11,7,1,Enriched in Strong
group_3314,1,0,11,7,1,Enriched in Strong
patA~~~patA_2,1,0,11,7,1,Enriched in Strong
group_3307,1,0,11,7,1,Enriched in Strong
group_3305,1,0,11,7,1,Enriched in Strong
group_3303,1,0,11,7,1,Enriched in Strong
group_3302,1,0,11,7,1,Enriched in Strong
group_3301,1,0,11,7,1,Enriched in Strong
group_3299,1,0,11,7,1,Enriched in Strong
group_3297,1,0,11,7,1,Enriched in Strong
group_3294,1,0,11,7,1,Enriched in Strong
liuE,1,0,11,7,1,Enriched in Strong
aes_2,1,0,11,7,1,Enriched in Strong
group_3291,1,0,11,7,1,Enriched in Strong
group_3289,1,0,11,7,1,Enriched in Strong
rhsA~~~rhsB,1,0,11,7,1,Enriched in Strong
hpf,1,0,11,7,1,Enriched in Strong
yedK_1,1,0,11,7,1,Enriched in Strong
group_3278,1,0,11,7,1,Enriched in Strong
paiA_2,1,0,11,7,1,Enriched in Strong
group_3277,1,0,11,7,1,Enriched in Strong
group_3275,1,0,11,7,1,Enriched in Strong
group_3270,1,0,11,7,1,Enriched in Strong
soxC_1,1,0,11,7,1,Enriched in Strong
group_3268,1,0,11,7,1,Enriched in Strong
inaZ,1,0,11,7,1,Enriched in Strong
group_3264,1,0,11,7,1,Enriched in Strong
group_3263,1,0,11,7,1,Enriched in Strong
cbiA,1,0,11,7,1,Enriched in Strong
group_3262,1,0,11,7,1,Enriched in Strong
group_3261,1,0,11,7,1,Enriched in Strong
group_3259,1,0,11,7,1,Enriched in Strong
gltF_3~~~gltF_5~~~gltF_4,1,0,11,7,1,Enriched in Strong
group_3258,1,0,11,7,1,Enriched in Strong
slmA,1,0,11,7,1,Enriched in Strong
group_3250,1,0,11,7,1,Enriched in Strong
group_3249,1,0,11,7,1,Enriched in Strong
group_3248,1,0,11,7,1,Enriched in Strong
group_3245,1,0,11,7,1,Enriched in Strong
madC,1,0,11,7,1,Enriched in Strong
gloC,1,0,11,7,1,Enriched in Strong
dacC_2~~~dacC_1,1,0,11,7,1,Enriched in Strong
group_3244,1,0,11,7,1,Enriched in Strong
yedZ1,1,0,11,7,1,Enriched in Strong
group_3243,1,0,11,7,1,Enriched in Strong
group_3242,1,0,11,7,1,Enriched in Strong
scpB_2~~~scpB_1,1,0,11,7,1,Enriched in Strong
group_3238,1,0,11,7,1,Enriched in Strong
mug,1,0,11,7,1,Enriched in Strong
group_3237,1,0,11,7,1,Enriched in Strong
group_3235,1,0,11,7,1,Enriched in Strong
group_3234,1,0,11,7,1,Enriched in Strong
ycaC_1,1,0,11,7,1,Enriched in Strong
group_3233,1,0,11,7,1,Enriched in Strong
group_3232,1,0,11,7,1,Enriched in Strong
group_3231,1,0,11,7,1,Enriched in Strong
group_3230,1,0,11,7,1,Enriched in Strong
lrpC_2~~~lrpC_1,1,0,11,7,1,Enriched in Strong
bluB,1,0,11,7,1,Enriched in Strong
group_3228,1,0,11,7,1,Enriched in Strong
stp_2,1,0,11,7,1,Enriched in Strong
group_3226,1,0,11,7,1,Enriched in Strong
group_3225,1,0,11,7,1,Enriched in Strong
group_3224,1,0,11,7,1,Enriched in Strong
ttuB_2,1,0,11,7,1,Enriched in Strong
group_3223,1,0,11,7,1,Enriched in Strong
group_3220,1,0,11,7,1,Enriched in Strong
btuB_3,1,0,11,7,1,Enriched in Strong
group_3217,1,0,11,7,1,Enriched in Strong
tmk_2~~~tmk_3,1,0,11,7,1,Enriched in Strong
group_3215,1,0,11,7,1,Enriched in Strong
group_3214,1,0,11,7,1,Enriched in Strong
kaiC_4~~~kaiC_1,1,0,11,7,1,Enriched in Strong
group_3211,1,0,11,7,1,Enriched in Strong
mreC,1,0,11,7,1,Enriched in Strong
group_3210,1,0,11,7,1,Enriched in Strong
group_3207,1,0,11,7,1,Enriched in Strong
group_3206,1,0,11,7,1,Enriched in Strong
group_3205,1,0,11,7,1,Enriched in Strong
ycgJ,1,0,11,7,1,Enriched in Strong
group_3204,1,0,11,7,1,Enriched in Strong
puuB_6~~~puuB_7,1,0,11,7,1,Enriched in Strong
por,1,0,11,7,1,Enriched in Strong
fhuA,1,0,11,7,1,Enriched in Strong
group_3202,1,0,11,7,1,Enriched in Strong
queA,1,0,11,7,1,Enriched in Strong
fatA,1,0,11,7,1,Enriched in Strong
group_3200,1,0,11,7,1,Enriched in Strong
group_3199,1,0,11,7,1,Enriched in Strong
group_3198,1,0,11,7,1,Enriched in Strong
nemA_2~~~nemA_3~~~nemA_1,1,0,11,7,1,Enriched in Strong
group_3197,1,0,11,7,1,Enriched in Strong
pxpC_1,1,0,11,7,1,Enriched in Strong
group_3196,1,0,11,7,1,Enriched in Strong
group_3195,1,0,11,7,1,Enriched in Strong
group_3194,1,0,11,7,1,Enriched in Strong
comR~~~comR_2,1,0,11,7,1,Enriched in Strong
group_3193,1,0,11,7,1,Enriched in Strong
group_3191,1,0,11,7,1,Enriched in Strong
group_3190,1,0,11,7,1,Enriched in Strong
group_3189,1,0,11,7,1,Enriched in Strong
group_3188,1,0,11,7,1,Enriched in Strong
group_3187,1,0,11,7,1,Enriched in Strong
group_3186,1,0,11,7,1,Enriched in Strong
ypeA_2~~~ypeA_1,1,0,11,7,1,Enriched in Strong
group_3185,1,0,11,7,1,Enriched in Strong
dauE~~~fabG_1,1,0,11,7,1,Enriched in Strong
group_3184,1,0,11,7,1,Enriched in Strong
group_3180,1,0,11,7,1,Enriched in Strong
group_3179,1,0,11,7,1,Enriched in Strong
ssuA_4~~~ssuA_3,1,0,11,7,1,Enriched in Strong
yjaB_1,1,0,11,7,1,Enriched in Strong
lptD,1,0,11,7,1,Enriched in Strong
group_3178,1,0,11,7,1,Enriched in Strong
ftsW,1,0,11,7,1,Enriched in Strong
group_3176,1,0,11,7,1,Enriched in Strong
group_3174,1,0,11,7,1,Enriched in Strong
group_3170,1,0,11,7,1,Enriched in Strong
group_3169,1,0,11,7,1,Enriched in Strong
group_3168,1,0,11,7,1,Enriched in Strong
group_3167,1,0,11,7,1,Enriched in Strong
group_3166,1,0,11,7,1,Enriched in Strong
alg8,1,0,11,7,1,Enriched in Strong
group_3165,1,0,11,7,1,Enriched in Strong
amnD,1,0,11,7,1,Enriched in Strong
group_3163,1,0,11,7,1,Enriched in Strong
group_3162,1,0,11,7,1,Enriched in Strong
group_3161,1,0,11,7,1,Enriched in Strong
group_3160,1,0,11,7,1,Enriched in Strong
group_3159,1,0,11,7,1,Enriched in Strong
yafV,1,0,11,7,1,Enriched in Strong
group_3157,1,0,11,7,1,Enriched in Strong
group_3156,1,0,11,7,1,Enriched in Strong
group_3154,1,0,11,7,1,Enriched in Strong
msrB_1~~~msrB_2,1,0,11,7,1,Enriched in Strong
group_3153,1,0,11,7,1,Enriched in Strong
group_3152,1,0,11,7,1,Enriched in Strong
uspA2,1,0,11,7,1,Enriched in Strong
kdgR_3,1,0,11,7,1,Enriched in Strong
group_3151,1,0,11,7,1,Enriched in Strong
group_3150,1,0,11,7,1,Enriched in Strong
alyA,1,0,11,7,1,Enriched in Strong
group_3149,1,0,11,7,1,Enriched in Strong
group_3148,1,0,11,7,1,Enriched in Strong
group_3147,1,0,11,7,1,Enriched in Strong
nudJ,1,0,11,7,1,Enriched in Strong
group_3146,1,0,11,7,1,Enriched in Strong
group_3145,1,0,11,7,1,Enriched in Strong
group_3144,1,0,11,7,1,Enriched in Strong
group_3142,1,0,11,7,1,Enriched in Strong
mobA_2,1,0,11,7,1,Enriched in Strong
group_3141,1,0,11,7,1,Enriched in Strong
group_3140,1,0,11,7,1,Enriched in Strong
eamA_1~~~eamA_3,1,0,11,7,1,Enriched in Strong
hyuC_2~~~hyuC_1,1,0,11,7,1,Enriched in Strong
group_3133,1,0,11,7,1,Enriched in Strong
group_3128,1,0,11,7,1,Enriched in Strong
group_3126,1,0,11,7,1,Enriched in Strong
cspA_1,1,0,11,7,1,Enriched in Strong
adh_1~~~adh_2,1,0,11,7,1,Enriched in Strong
fbp_2,1,0,11,7,1,Enriched in Strong
rppH_1,1,0,11,7,1,Enriched in Strong
pctA_2,1,0,11,7,1,Enriched in Strong
group_3123,1,0,11,7,1,Enriched in Strong
group_3122,1,0,11,7,1,Enriched in Strong
argD_2~~~bioA_2,1,0,11,7,1,Enriched in Strong
group_3120,1,0,11,7,1,Enriched in Strong
group_3117,1,0,11,7,1,Enriched in Strong
group_3116,1,0,11,7,1,Enriched in Strong
tmk_1,1,0,11,7,1,Enriched in Strong
group_3113,1,0,11,7,1,Enriched in Strong
group_3111,1,0,11,7,1,Enriched in Strong
group_3110,1,0,11,7,1,Enriched in Strong
group_3107,1,0,11,7,1,Enriched in Strong
group_3106,1,0,11,7,1,Enriched in Strong
yhdW_1~~~yhdW_2,1,0,11,7,1,Enriched in Strong
mutS,1,0,11,7,1,Enriched in Strong
eamA_2,1,0,11,7,1,Enriched in Strong
group_3104,1,0,11,7,1,Enriched in Strong
group_3101,1,0,11,7,1,Enriched in Strong
group_3100,1,0,11,7,1,Enriched in Strong
group_3099,1,0,11,7,1,Enriched in Strong
group_3098,1,0,11,7,1,Enriched in Strong
group_3095,1,0,11,7,1,Enriched in Strong
thiO,1,0,11,7,1,Enriched in Strong
group_3094,1,0,11,7,1,Enriched in Strong
group_3093,1,0,11,7,1,Enriched in Strong
ogt,1,0,11,7,1,Enriched in Strong
group_3092,1,0,11,7,1,Enriched in Strong
group_3091,1,0,11,7,1,Enriched in Strong
chrA,1,0,11,7,1,Enriched in Strong
group_3090,1,0,11,7,1,Enriched in Strong
qmcA_1~~~qmcA_2~~~qmcA,1,0,11,7,1,Enriched in Strong
metQ_2,1,0,11,7,1,Enriched in Strong
group_3089,1,0,11,7,1,Enriched in Strong
ybeZ,1,0,11,7,1,Enriched in Strong
xanP_1~~~xanP_2,1,0,11,7,1,Enriched in Strong
moaD,1,0,11,7,1,Enriched in Strong
group_3086,1,0,11,7,1,Enriched in Strong
group_3085,1,0,11,7,1,Enriched in Strong
ydjE,1,0,11,7,1,Enriched in Strong
group_3083,1,0,11,7,1,Enriched in Strong
zapE_3~~~zapE_4~~~zapE_1,1,0,11,7,1,Enriched in Strong
group_3081,1,0,11,7,1,Enriched in Strong
yraJ_1,1,0,11,7,1,Enriched in Strong
group_3079,1,0,11,7,1,Enriched in Strong
group_3078,1,0,11,7,1,Enriched in Strong
pdeG,1,0,11,7,1,Enriched in Strong
mshD~~~mshD_1,1,0,11,7,1,Enriched in Strong
group_3077,1,0,11,7,1,Enriched in Strong
group_3075,1,0,11,7,1,Enriched in Strong
group_3074,1,0,11,7,1,Enriched in Strong
group_3073,1,0,11,7,1,Enriched in Strong
group_3072,1,0,11,7,1,Enriched in Strong
group_3071,1,0,11,7,1,Enriched in Strong
group_3070,1,0,11,7,1,Enriched in Strong
yfgD,1,0,11,7,1,Enriched in Strong
group_3069,1,0,11,7,1,Enriched in Strong
soxA_2,1,0,11,7,1,Enriched in Strong
group_3068,1,0,11,7,1,Enriched in Strong
group_3067,1,0,11,7,1,Enriched in Strong
group_3066,1,0,11,7,1,Enriched in Strong
group_3064,1,0,11,7,1,Enriched in Strong
group_3062,1,0,11,7,1,Enriched in Strong
group_3061,1,0,11,7,1,Enriched in Strong
group_3060,1,0,11,7,1,Enriched in Strong
rsd,1,0,11,7,1,Enriched in Strong
rhaR_1~~~rhaR_2,1,0,11,7,1,Enriched in Strong
group_3058,1,0,11,7,1,Enriched in Strong
group_3057,1,0,11,7,1,Enriched in Strong
group_3056,1,0,11,7,1,Enriched in Strong
group_3055,1,0,11,7,1,Enriched in Strong
pikC,1,0,11,7,1,Enriched in Strong
group_3053,1,0,11,7,1,Enriched in Strong
trmK,1,0,11,7,1,Enriched in Strong
group_3052,1,0,11,7,1,Enriched in Strong
thiL,1,0,11,7,1,Enriched in Strong
rpoN,1,0,11,7,1,Enriched in Strong
group_3051,1,0,11,7,1,Enriched in Strong
group_3050,1,0,11,7,1,Enriched in Strong
group_3049,1,0,11,7,1,Enriched in Strong
group_3048,1,0,11,7,1,Enriched in Strong
dmlR_9~~~dmlR_11~~~dmlR_5,1,0,11,7,1,Enriched in Strong
vldW,1,0,11,7,1,Enriched in Strong
group_3047,1,0,11,7,1,Enriched in Strong
group_3046,1,0,11,7,1,Enriched in Strong
group_3045,1,0,11,7,1,Enriched in Strong
argP_3~~~oxyR_2,1,0,11,7,1,Enriched in Strong
dhmA_1,1,0,11,7,1,Enriched in Strong
group_3043,1,0,11,7,1,Enriched in Strong
gltS_1~~~gltS_2~~~gltS,1,0,11,7,1,Enriched in Strong
group_3042,1,0,11,7,1,Enriched in Strong
group_3040,1,0,11,7,1,Enriched in Strong
hss,1,0,11,7,1,Enriched in Strong
group_3037,1,0,11,7,1,Enriched in Strong
group_3036,1,0,11,7,1,Enriched in Strong
acpH,1,0,11,7,1,Enriched in Strong
group_3035,1,0,11,7,1,Enriched in Strong
hpcH,1,0,11,7,1,Enriched in Strong
hcpA_3~~~hcpA_2,1,0,11,7,1,Enriched in Strong
group_3033,1,0,11,7,1,Enriched in Strong
group_3032,1,0,11,7,1,Enriched in Strong
rimJ,1,0,11,7,1,Enriched in Strong
mdcC,1,0,11,7,1,Enriched in Strong
group_3030,1,0,11,7,1,Enriched in Strong
group_3029,1,0,11,7,1,Enriched in Strong
rcsC_19~~~rcsC_28,1,0,11,7,1,Enriched in Strong
mdtD_2,1,0,11,7,1,Enriched in Strong
yciO,1,0,11,7,1,Enriched in Strong
group_3028,1,0,11,7,1,Enriched in Strong
group_3027,1,0,11,7,1,Enriched in Strong
ddl,1,0,11,7,1,Enriched in Strong
bdlA_1~~~bdlA_4,1,0,11,7,1,Enriched in Strong
hisI_1~~~hisI_2,1,0,11,7,1,Enriched in Strong
group_3026,1,0,11,7,1,Enriched in Strong
group_3025,1,0,11,7,1,Enriched in Strong
group_3023,1,0,11,7,1,Enriched in Strong
ptsO,1,0,11,7,1,Enriched in Strong
group_3022,1,0,11,7,1,Enriched in Strong
group_3021,1,0,11,7,1,Enriched in Strong
yofA_3~~~yofA_2,1,0,11,7,1,Enriched in Strong
mdcG,1,0,11,7,1,Enriched in Strong
group_3020,1,0,11,7,1,Enriched in Strong
group_3019,1,0,11,7,1,Enriched in Strong
group_3018,1,0,11,7,1,Enriched in Strong
lpxD_2~~~dapH_1,1,0,11,7,1,Enriched in Strong
dmoA_1,1,0,11,7,1,Enriched in Strong
rutB_1~~~rutB_2,1,0,11,7,1,Enriched in Strong
group_3016,1,0,11,7,1,Enriched in Strong
exuT_2,1,0,11,7,1,Enriched in Strong
group_3015,1,0,11,7,1,Enriched in Strong
group_3014,1,0,11,7,1,Enriched in Strong
group_3012,1,0,11,7,1,Enriched in Strong
dusA,1,0,11,7,1,Enriched in Strong
group_3011,1,0,11,7,1,Enriched in Strong
group_3010,1,0,11,7,1,Enriched in Strong
group_3009,1,0,11,7,1,Enriched in Strong
group_3008,1,0,11,7,1,Enriched in Strong
group_3007,1,0,11,7,1,Enriched in Strong
hdfR_1,1,0,11,7,1,Enriched in Strong
group_3006,1,0,11,7,1,Enriched in Strong
sigW_1,1,0,11,7,1,Enriched in Strong
ssuB_3~~~ssuB_2,1,0,11,7,1,Enriched in Strong
group_3004,1,0,11,7,1,Enriched in Strong
mglA~~~rbsA_1,1,0,11,7,1,Enriched in Strong
group_3003,1,0,11,7,1,Enriched in Strong
btuD_8~~~btuD_6,1,0,11,7,1,Enriched in Strong
group_3002,1,0,11,7,1,Enriched in Strong
group_3001,1,0,11,7,1,Enriched in Strong
group_3000,1,0,11,7,1,Enriched in Strong
ypeA_1,1,0,11,7,1,Enriched in Strong
gsiB,1,0,11,7,1,Enriched in Strong
group_2999,1,0,11,7,1,Enriched in Strong
stp_2~~~stp_1,1,0,11,7,1,Enriched in Strong
kipR,1,0,11,7,1,Enriched in Strong
hdfR_7~~~hdfR_6,1,0,11,7,1,Enriched in Strong
group_2998,1,0,11,7,1,Enriched in Strong
kdgR_1~~~kdgR_2,1,0,11,7,1,Enriched in Strong
kefF_1,1,0,11,7,1,Enriched in Strong
group_2995,1,0,11,7,1,Enriched in Strong
group_2994,1,0,11,7,1,Enriched in Strong
rhtC_2,1,0,11,7,1,Enriched in Strong
group_2993,1,0,11,7,1,Enriched in Strong
recX,1,0,11,7,1,Enriched in Strong
group_2992,1,0,11,7,1,Enriched in Strong
group_2991,1,0,11,7,1,Enriched in Strong
group_2990,1,0,11,7,1,Enriched in Strong
group_2989,1,0,11,7,1,Enriched in Strong
group_2988,1,0,11,7,1,Enriched in Strong
yphB,1,0,11,7,1,Enriched in Strong
group_2987,1,0,11,7,1,Enriched in Strong
group_2986,1,0,11,7,1,Enriched in Strong
group_2985,1,0,11,7,1,Enriched in Strong
ttgC_1~~~ttgC_4,1,0,11,7,1,Enriched in Strong
group_2984,1,0,11,7,1,Enriched in Strong
group_2983,1,0,11,7,1,Enriched in Strong
mscS_1,1,0,11,7,1,Enriched in Strong
group_2982,1,0,11,7,1,Enriched in Strong
group_2981,1,0,11,7,1,Enriched in Strong
group_2980,1,0,11,7,1,Enriched in Strong
group_2979,1,0,11,7,1,Enriched in Strong
group_2978,1,0,11,7,1,Enriched in Strong
proB,1,0,11,7,1,Enriched in Strong
group_2977,1,0,11,7,1,Enriched in Strong
group_2976,1,0,11,7,1,Enriched in Strong
gabR_3~~~gabR_2,1,0,11,7,1,Enriched in Strong
group_2975,1,0,11,7,1,Enriched in Strong
group_2974,1,0,11,7,1,Enriched in Strong
group_2973,1,0,11,7,1,Enriched in Strong
group_2972,1,0,11,7,1,Enriched in Strong
arsC,1,0,11,7,1,Enriched in Strong
LhpG,1,0,11,7,1,Enriched in Strong
gcvA_8,1,0,11,7,1,Enriched in Strong
group_2971,1,0,11,7,1,Enriched in Strong
group_2970,1,0,11,7,1,Enriched in Strong
