Gene	KO
group_4144	N/A
group_4140	N/A
group_4192	N/A
group_4152	N/A
group_4149	N/A
group_4143	N/A
group_4162	N/A
group_4145	N/A
group_4190	N/A
group_4180	N/A
group_4163	N/A
group_4165	N/A
group_4159	N/A
group_4185	N/A
group_4141	N/A
group_4177	N/A
group_4183	N/A
group_4151	N/A
group_4164	N/A
intA	N/A
group_4160	N/A
group_4150	N/A
group_4173	N/A
group_4142	N/A
group_4178	N/A
group_4186	N/A
group_4182	N/A
group_4171	N/A
group_4170	N/A
group_4154	N/A
group_4148	N/A
group_4181	N/A
group_4188	N/A
resA_3	N/A
group_4158	N/A
group_4172	N/A
group_4155	N/A
group_4233	N/A
group_4207	N/A
group_4215	N/A
group_4224	N/A
group_4194	N/A
group_4204	N/A
group_4240	N/A
group_4223	N/A
group_4205	N/A
group_4196	N/A
group_4201	N/A
group_4229	N/A
group_4232	N/A
group_4203	N/A
group_4234	N/A
group_4225	N/A
group_4193	N/A
group_4202	N/A
group_4200	N/A
group_4226	N/A
group_4235	N/A
group_4198	N/A
group_4206	N/A
group_4230	N/A
group_4222	N/A
group_4239	N/A
group_4217	N/A
group_4208	N/A
group_4221	N/A
group_4227	N/A
group_4236	N/A
group_4211	N/A
group_4228	N/A
group_4209	N/A
group_4213	N/A
group_4197	N/A
group_4238	N/A
group_4219	N/A
group_4195	N/A
group_4212	N/A
group_4231	N/A
group_4199	N/A
group_4214	N/A
group_2228	N/A
group_1991	N/A
ompA_2	N/A
ompA_3	N/A
group_3917	N/A
group_3932	N/A
group_3899	N/A
group_1378	N/A
group_3892	N/A
group_3927	N/A
mdtH	N/A
group_3888	N/A
group_3923	N/A
group_4241	N/A
group_4243	N/A
hin_3	N/A
group_4242	N/A
group_4246	N/A
group_4244	N/A
group_4249	N/A
group_4254	N/A
group_4248	N/A
group_4250	N/A
group_4255	N/A
group_4258	N/A
group_4259	N/A
group_4260	N/A
group_4261	N/A
group_4100	N/A
group_4262	N/A
group_4264	N/A
group_4265	N/A
group_4266	N/A
group_2243	N/A
group_2767	N/A
group_1981	N/A
group_236	N/A
group_491	N/A
group_497	N/A
group_2710	N/A
group_2382	N/A
group_2200	N/A
group_1773	N/A
group_2095	N/A
group_1192	N/A
group_2214	N/A
group_2514	N/A
group_22	N/A
group_1846	N/A
group_1740	N/A
group_2060	N/A
group_44	N/A
group_117	N/A
group_1500	N/A
group_1656	N/A
group_1672	N/A
group_2642	N/A
group_2462	N/A
group_2489	N/A
group_2503	N/A
group_2655	N/A
group_2472	N/A
group_462	N/A
group_1399	N/A
group_1413	N/A
group_933	N/A
group_1456	N/A
group_985	N/A
group_2463	N/A
group_2424	N/A
group_2049	N/A
group_2745	N/A
group_260	N/A
group_624	N/A
group_2806	N/A
group_1949	N/A
group_1774	N/A
group_1268	N/A
group_595	N/A
group_110	N/A
group_1205	N/A
group_2757	N/A
group_1371	N/A
group_973	N/A
group_815	N/A
group_2874	N/A
group_1894	N/A
group_2201	N/A
group_1250	N/A
group_741	N/A
group_375	N/A
group_1522	N/A
group_790	N/A
group_1251	N/A
group_2107	N/A
group_991	N/A
bin3_1	N/A
group_909	N/A
group_2403	N/A
group_2181	N/A
group_2859	N/A
group_296	N/A
group_2541	N/A
group_2693	N/A
group_1538	N/A
group_2360	N/A
group_1269	N/A
group_1012	N/A
group_2746	N/A
group_3578	N/A
group_554	N/A
group_472	N/A
group_2473	N/A
group_910	N/A
group_1074	N/A
group_67	N/A
pal_4	N/A
group_2412	N/A
group_1270	N/A
group_1282	N/A
group_938	N/A
group_1197	N/A
group_2669	N/A
group_834	N/A
group_1391	N/A
group_2807	N/A
group_112	N/A
group_2050	N/A
group_2434	N/A
group_1589	N/A
group_2435	N/A
group_2886	N/A
group_1186	N/A
group_222	N/A
group_421	N/A
group_2313	N/A
group_2504	N/A
group_1972	N/A
group_2215	N/A
group_425	N/A
group_576	N/A
group_2571	N/A
group_1580	N/A
group_1365	N/A
group_2474	N/A
group_1751	N/A
group_1343	N/A
group_1600	N/A
group_1783	N/A
group_391	N/A
gltC_4	N/A
group_1290	N/A
group_1973	N/A
group_3690	N/A
group_3651	N/A
group_3546	N/A
group_3568	N/A
group_2556	N/A
group_1089	N/A
group_2846	N/A
group_1507	N/A
group_552	N/A
group_268	N/A
group_185	N/A
cpdA_3	N/A
group_2337	N/A
group_1645	N/A
group_2631	N/A
group_4267	N/A
group_4269	N/A
cph2	N/A
group_4272	N/A
group_4273	N/A
group_4274	N/A
group_2875	N/A
group_4312	N/A
group_4284	N/A
group_4299	N/A
group_4292	N/A
group_4291	N/A
group_4304	N/A
group_4313	N/A
group_4317	N/A
group_4319	N/A
group_4277	N/A
group_4282	N/A
group_4285	N/A
group_4310	N/A
group_4288	N/A
group_4302	N/A
group_4318	N/A
hxpA_2	N/A
group_4314	N/A
group_4295	N/A
group_4301	N/A
group_4308	N/A
group_4315	N/A
group_4300	N/A
group_4290	N/A
group_4307	N/A
group_4293	N/A
group_4289	N/A
group_4303	N/A
group_4279	N/A
group_4276	N/A
group_4278	N/A
group_4286	N/A
group_4275	N/A
group_4283	N/A
group_4309	N/A
group_4305	N/A
group_4280	N/A
group_4281	N/A
group_4294	N/A
group_2816	N/A
group_2887	N/A
group_2202	N/A
group_2871	N/A
group_4321	N/A
group_4320	N/A
group_4323	N/A
group_4322	N/A
group_4245	N/A
group_4252	N/A
group_4324	N/A
group_4327	N/A
group_4325	N/A
group_4326	N/A
group_2557	N/A
group_2374	N/A
group_2656	N/A
group_1887	N/A
group_2344	N/A
group_2353	N/A
group_2532	N/A
group_2375	N/A
group_2775	N/A
group_66	N/A
group_2596	N/A
group_2558	N/A
group_631	N/A
group_1620	N/A
group_2835	N/A
group_27	N/A
group_205	N/A
group_682	N/A
group_292	N/A
group_605	N/A
group_2086	N/A
group_1090	N/A
group_2865	N/A
intA_2	N/A
group_825	N/A
group_2327	N/A
group_2817	N/A
group_2395	N/A
group_2436	N/A
group_981	N/A
group_316	N/A
group_692	N/A
group_1372	N/A
group_2182	N/A
group_862	N/A
group_1044	N/A
group_3	N/A
group_38	N/A
yfdG	N/A
group_297	N/A
group_916	N/A
group_232	N/A
group_911	N/A
intA_3	N/A
group_3571	N/A
group_3510	N/A
group_3591	N/A
group_3669	N/A
group_3507	N/A
group_3458	N/A
group_3504	N/A
group_3666	N/A
group_3468	N/A
group_3539	N/A
group_3616	N/A
group_3696	N/A
group_3443	N/A
group_3500	N/A
group_4328	N/A
group_2490	N/A
group_2297	N/A
group_59	N/A
group_2597	N/A
group_2087	N/A
group_2383	N/A
group_1775	N/A
group_2244	N/A
group_2810	N/A
group_1823	N/A
group_1930	N/A
group_283	N/A
group_1218	N/A
group_1824	N/A
group_4329	N/A
group_210	N/A
group_2542	N/A
group_2361	N/A
group_711	N/A
group_2051	N/A
group_119	N/A
group_805	N/A
intA_1	N/A
group_2245	N/A
group_953	N/A
group_652	N/A
group_140	N/A
group_127	N/A
group_1682	N/A
group_2157	N/A
group_2515	N/A
group_2052	N/A
group_2096	N/A
group_1164	N/A
group_1722	N/A
group_83	N/A
group_455	N/A
rcsC_2	N/A
rssB_1	N/A
group_2533	N/A
group_977	N/A
group_1359	N/A
group_1427	N/A
group_1052	N/A
group_86	N/A
group_170	N/A
group_1379	N/A
group_227	N/A
group_286	N/A
group_845	N/A
group_1334	N/A
group_1688	N/A
group_2847	N/A
group_72	N/A
group_1992	N/A
group_2230	N/A
group_537	N/A
group_2039	N/A
group_2315	N/A
tri1_2	N/A
group_88	N/A
group_905	N/A
hyuA_2	N/A
group_161	N/A
group_1555	N/A
group_1501	N/A
group_69	N/A
group_1905	N/A
group_1797	N/A
group_2289	N/A
group_974	N/A
group_966	N/A
group_2632	N/A
group_1297	N/A
group_2581	N/A
group_642	N/A
group_2848	N/A
group_478	N/A
group_2559	N/A
group_1663	N/A
group_2796	N/A
group_2729	N/A
group_1919	N/A
group_2274	N/A
group_223	N/A
group_1433	N/A
group_2711	N/A
group_240	N/A
group_1122	N/A
group_2216	N/A
group_1632	N/A
group_2860	N/A
group_2689	N/A
group_2845	N/A
group_2598	N/A
group_2384	N/A
group_2354	N/A
group_1212	N/A
group_2747	N/A
group_2316	N/A
group_1142	N/A
group_2217	N/A
group_1895	N/A
group_919	N/A
group_2534	N/A
group_1764	N/A
group_2492	N/A
group_308	N/A
group_128	N/A
group_1137	N/A
group_485	N/A
group_1866	N/A
group_1225	N/A
group_351	N/A
group_958	N/A
group_2231	N/A
group_1508	N/A
group_1841	N/A
group_1271	N/A
group_310	N/A
group_93	N/A
group_102	N/A
group_2608	N/A
group_12	N/A
group_1982	N/A
moaA_2	N/A
group_1193	N/A
group_362	N/A
group_2129	N/A
group_742	N/A
group_2338	N/A
group_2339	N/A
group_1187	N/A
recF_2	N/A
rapA_1	N/A
group_835	N/A
group_315	N/A
group_160	N/A
ftsH_2	N/A
group_80	N/A
group_2535	N/A
group_992	N/A
group_2872	N/A
group_16	N/A
group_1434	N/A
group_822	N/A
group_2572	N/A
group_245	N/A
group_865	N/A
group_2599	N/A
tetX	N/A
slyA_2	N/A
group_1741	N/A
group_2317	N/A
group_920	N/A
group_360	N/A
group_538	N/A
group_2097	N/A
group_2698	N/A
group_2194	N/A
group_2362	N/A
group_90	N/A
group_2130	N/A
nfdA	N/A
group_58	N/A
group_298	N/A
group_806	N/A
group_1360	N/A
group_1405	N/A
group_934	N/A
group_1066	N/A
group_2275	N/A
group_982	N/A
group_3761	N/A
group_846	N/A
group_900	N/A
group_2158	N/A
group_1457	N/A
group_1938	N/A
group_2385	N/A
group_2124	N/A
group_2600	N/A
group_2517	N/A
group_2867	N/A
group_14	N/A
pbuE_2	N/A
group_104	N/A
group_3775	N/A
group_3716	N/A
group_3718	N/A
group_3744	N/A
group_3781	N/A
recF_3	N/A
addA_2	N/A
group_3766	N/A
group_3742	N/A
group_3764	N/A
group_3774	N/A
group_3743	N/A
group_3738	N/A
group_3729	N/A
group_3765	N/A
group_3706	N/A
group_3794	N/A
group_3786	N/A
group_3784	N/A
group_3745	N/A
group_3707	N/A
group_3772	N/A
group_3735	N/A
group_3715	N/A
group_3714	N/A
group_3722	N/A
group_3721	N/A
group_3713	N/A
group_3731	N/A
group_3720	N/A
group_3796	N/A
cheB_5	N/A
rcsC_30	N/A
group_3712	N/A
group_3736	N/A
group_3711	N/A
group_3789	N/A
group_3785	N/A
group_3758	N/A
group_3708	N/A
group_3790	N/A
group_3741	N/A
group_3763	N/A
group_3754	N/A
group_3792	N/A
group_873	N/A
group_101	N/A
group_1581	N/A
group_883	N/A
group_51	N/A
group_2450	N/A
group_1463	N/A
group_1406	N/A
group_1428	N/A
group_2108	N/A
group_2290	N/A
group_2125	N/A
group_2298	N/A
group_1639	N/A
group_2345	N/A
group_959	N/A
group_2518	N/A
group_1939	N/A
group_1095	N/A
group_1278	N/A
ybcO	N/A
group_1906	N/A
group_444	N/A
group_2291	N/A
group_1523	N/A
group_2088	N/A
group_2284	N/A
group_2131	N/A
group_1731	N/A
group_211	N/A
group_2811	N/A
group_776	N/A
group_460	N/A
group_2505	N/A
group_1765	N/A
group_2195	N/A
group_1742	N/A
group_2109	N/A
group_1174	N/A
group_2218	N/A
group_2475	N/A
group_213	N/A
group_1847	N/A
group_1743	N/A
group_2061	N/A
group_42	N/A
group_91	N/A
group_2831	N/A
group_1613	N/A
group_2143	N/A
group_3593	N/A
group_3643	N/A
group_429	N/A
group_1816	N/A
group_2758	N/A
group_2881	N/A
group_2159	N/A
group_939	N/A
group_1464	N/A
group_1420	N/A
group_2671	N/A
group_1993	N/A
group_1084	N/A
group_1950	N/A
group_2734	N/A
group_2735	N/A
group_1025	N/A
group_2396	N/A
group_2560	N/A
group_1005	N/A
group_707	N/A
group_1227	N/A
group_526	N/A
group_1421	N/A
group_1513	N/A
group_2506	N/A
group_2002	N/A
group_2837	N/A
group_1621	N/A
group_1339	N/A
group_1117	N/A
group_1648	N/A
group_2573	N/A
prtR_3	N/A
group_1798	N/A
group_996	N/A
group_782	N/A
group_1096	N/A
group_2328	N/A
group_2160	N/A
group_1961	N/A
group_2451	N/A
group_1422	N/A
group_1490	N/A
group_1435	N/A
group_2329	N/A
group_2437	N/A
group_1701	N/A
group_2601	N/A
group_566	N/A
group_4332	N/A
group_4333	N/A
group_4334	N/A
group_4335	N/A
group_4336	N/A
group_4337	N/A
group_4338	N/A
group_2797	N/A
group_3545	N/A
group_4339	N/A
group_4340	N/A
group_4341	N/A
group_4342	N/A
group_4343	N/A
group_2826	N/A
group_2878	N/A
group_4344	N/A
group_4345	N/A
group_4346	N/A
group_4347	N/A
group_4348	N/A
group_617	N/A
group_1407	N/A
group_836	N/A
group_2678	N/A
xerC_3	N/A
group_1067	N/A
dmlR_3	N/A
group_1054	N/A
group_807	N/A
group_357	N/A
group_683	N/A
group_2838	N/A
group_1799	N/A
group_1896	N/A
group_2582	N/A
group_37	N/A
group_1101	N/A
group_1967	N/A
group_1817	N/A
group_2633	N/A
group_1857	N/A
group_2066	N/A
group_1649	N/A
group_619	N/A
group_587	N/A
hifA	N/A
uhpA	N/A
group_1266	N/A
group_2299	N/A
mshA_1	N/A
mshA_2	N/A
group_1867	N/A
group_1474	N/A
group_960	N/A
group_1449	N/A
group_1622	N/A
group_720	N/A
group_1502	N/A
group_1465	N/A
group_1436	N/A
group_1784	N/A
group_2776	N/A
group_186	N/A
group_837	N/A
group_1366	N/A
group_2053	N/A
group_4351	N/A
group_4350	N/A
group_4349	N/A
group_453	N/A
group_415	N/A
group_2425	N/A
group_1118	N/A
group_1313	N/A
group_498	N/A
group_2827	N/A
group_2583	N/A
group_3556	N/A
group_3471	N/A
group_829	N/A
group_118	N/A
xerC_5	N/A
group_721	N/A
group_448	N/A
group_2547	N/A
group_2219	N/A
group_1	N/A
group_2861	N/A
group_379	N/A
group_11	N/A
rssB_7	N/A
group_94	N/A
group_890	N/A
group_1556	N/A
faeE	N/A
fimD_2	N/A
group_1570	N/A
group_2832	N/A
group_2876	N/A
group_1524	N/A
group_2233	N/A
group_1466	N/A
group_2363	N/A
group_2030	N/A
group_1344	N/A
group_1951	N/A
group_1329	N/A
group_2025	N/A
group_2067	N/A
group_2126	N/A
group_678	N/A
group_1055	N/A
group_1732	N/A
group_668	N/A
group_321	N/A
group_396	N/A
group_2536	N/A
group_2438	N/A
group_2161	N/A
group_1272	N/A
group_2144	N/A
group_1392	N/A
group_2768	N/A
group_1650	N/A
group_2493	N/A
group_851	N/A
group_2584	N/A
group_2748	N/A
group_1683	N/A
group_1013	N/A
group_2494	N/A
group_1800	N/A
group_2712	N/A
group_1503	N/A
group_927	N/A
group_1056	N/A
group_2798	N/A
group_2719	N/A
group_2543	N/A
group_1614	N/A
group_2376	N/A
group_2634	N/A
group_2713	N/A
group_1028	N/A
group_249	N/A
group_1467	N/A
group_2300	N/A
group_2657	N/A
group_1752	N/A
group_1454	N/A
group_2152	N/A
group_735	N/A
group_1539	N/A
group_2793	N/A
group_1468	N/A
group_2110	N/A
group_1785	N/A
group_1532	N/A
group_2643	N/A
group_2183	N/A
group_515	N/A
group_648	N/A
sasA_19	N/A
group_418	N/A
group_2759	N/A
group_1907	N/A
group_1483	N/A
group_1495	N/A
group_2184	N/A
group_997	N/A
group_2658	N/A
group_1908	N/A
group_1962	N/A
group_1129	N/A
group_198	N/A
group_2111	N/A
group_970	N/A
group_2585	N/A
group_2699	N/A
group_1694	N/A
group_2519	N/A
group_1188	N/A
group_866	N/A
group_1097	N/A
group_2786	N/A
group_1848	N/A
group_2364	N/A
nucS	N/A
group_766	N/A
group_2620	N/A
group_2602	N/A
group_2749	N/A
group_1469	N/A
group_1551	N/A
group_2019	N/A
group_2888	N/A
group_2736	N/A
group_1673	N/A
group_2714	N/A
group_1475	N/A
group_961	N/A
group_516	N/A
group_1098	N/A
group_2644	N/A
group_917	N/A
group_1940	N/A
group_2301	N/A
group_1241	N/A
group_884	N/A
group_1723	N/A
group_791	N/A
group_2089	N/A
group_2548	N/A
group_1189	N/A
group_1702	N/A
group_2355	N/A
group_2537	N/A
group_1361	N/A
group_2659	N/A
group_225	N/A
group_1445	N/A
group_1311	N/A
group_2302	N/A
group_1006	N/A
group_60	N/A
group_2603	N/A
group_2090	N/A
group_2386	N/A
group_1897	N/A
group_2690	N/A
group_2204	N/A
group_2819	N/A
group_1753	N/A
group_1873	N/A
group_258	N/A
group_1825	N/A
group_1754	N/A
group_3453	N/A
group_2891	N/A
group_2894	N/A
group_2895	N/A
sasA_1~~~sasA_3	N/A
yeeA	N/A
group_3860	N/A
cckA	N/A
group_2896	N/A
group_2898	N/A
group_2899	N/A
group_2901	N/A
group_2902	N/A
group_3608	N/A
group_2903	N/A
group_2905	N/A
baiA~~~lvr_2~~~fabG_4	N/A
group_2906	N/A
eamB_2~~~eamB_4	N/A
group_2907	N/A
group_2908	N/A
ephA_2~~~ephA	N/A
group_2909	N/A
group_2910	N/A
group_2912	N/A
group_2913	N/A
ydjA	N/A
rhaS_6~~~rhaS_8	N/A
group_2914	N/A
group_2915	N/A
group_2916	N/A
group_2917	N/A
group_2918	N/A
group_2919	N/A
dhmA_2	N/A
group_3612	N/A
ynbD	N/A
group_2921	N/A
group_2922	N/A
group_3911	N/A
group_2923	N/A
group_2924	N/A
group_2925	N/A
group_2926	N/A
group_2927	N/A
group_2928	N/A
group_2929	N/A
oprD_3	N/A
group_2930	N/A
group_2931	N/A
group_2932	N/A
menH_2~~~dhmA2_2	N/A
group_2934	N/A
group_2936	N/A
group_2937	N/A
group_3617	N/A
group_2939	N/A
group_2941	N/A
group_2942	N/A
group_2943	N/A
group_2944	N/A
group_3620	N/A
group_2945	N/A
group_2946	N/A
group_2947	N/A
paiA_1	N/A
group_2949	N/A
group_3621	N/A
group_2950	N/A
group_2951	N/A
dthadh	N/A
group_2952	N/A
group_2953	N/A
group_2954	N/A
group_2955	N/A
group_2956	N/A
yjgH	N/A
group_2957	N/A
group_2958	N/A
group_2960	N/A
group_2961	N/A
group_2962	N/A
group_2963	N/A
group_2964	N/A
group_2966	N/A
group_2967	N/A
group_2968	N/A
group_2969	N/A
group_2970	N/A
group_2971	N/A
group_3627	N/A
group_2972	N/A
group_2973	N/A
group_2974	N/A
group_3631	N/A
group_2975	N/A
group_2976	N/A
group_3635	N/A
group_2977	N/A
group_2978	N/A
group_2980	N/A
dmlR_20	N/A
group_2982	N/A
group_2983	N/A
higB2	N/A
group_2984	N/A
ttgC_1~~~ttgC_4	N/A
group_2985	N/A
group_2986	N/A
group_2987	N/A
group_2988	N/A
group_2989	N/A
group_2990	N/A
group_2991	N/A
group_2992	N/A
group_2993	N/A
group_2994	N/A
group_2995	N/A
group_2997	N/A
kdgR_1~~~kdgR_2	N/A
group_2998	N/A
kipR	N/A
stp_2~~~stp_1	N/A
group_2999	N/A
ypeA_1	N/A
group_3000	N/A
group_3644	N/A
group_3001	N/A
group_3004	N/A
group_3646	N/A
group_3005	N/A
group_3006	N/A
hdfR_1	N/A
group_3007	N/A
group_3009	N/A
group_3010	N/A
group_3011	N/A
group_3012	N/A
group_3013	N/A
group_3014	N/A
group_3649	N/A
group_3015	N/A
group_3016	N/A
rutB_1~~~rutB_2	N/A
group_3017	N/A
lpxD_2~~~dapH_1	N/A
group_3019	N/A
group_3020	N/A
yofA_3~~~yofA_2	N/A
group_3021	N/A
group_3022	N/A
group_3023	N/A
group_3024	N/A
nicP_4	N/A
group_3812	N/A
group_3025	N/A
group_3026	N/A
group_3726	N/A
group_3727	N/A
group_3027	N/A
group_3028	N/A
yciO	N/A
mdtD_2	N/A
rcsC_19~~~rcsC_28	N/A
group_3029	N/A
group_3653	N/A
group_3030	N/A
group_3031	N/A
group_3032	N/A
group_3033	N/A
group_3655	N/A
group_3034	N/A
group_3035	N/A
group_3036	N/A
group_3037	N/A
group_3038	N/A
group_3039	N/A
group_3040	N/A
group_3041	N/A
group_3819	N/A
group_3042	N/A
group_3043	N/A
group_3044	N/A
dhmA_1	N/A
argP_3~~~oxyR_2	N/A
group_3045	N/A
group_3046	N/A
group_3047	N/A
vldW	N/A
dmlR_9~~~dmlR_11~~~dmlR_5	N/A
group_3048	N/A
group_3049	N/A
group_3050	N/A
group_3660	N/A
group_3051	N/A
group_3052	N/A
group_3856	N/A
group_3053	N/A
group_3054	N/A
pikC	N/A
group_3055	N/A
group_3056	N/A
group_3057	N/A
group_3058	N/A
group_3740	N/A
rhaR_1~~~rhaR_2	N/A
group_3059	N/A
group_3060	N/A
group_3061	N/A
group_3063	N/A
group_3067	N/A
group_3068	N/A
group_3661	N/A
group_3069	N/A
group_3071	N/A
group_3073	N/A
group_3074	N/A
group_3075	N/A
group_3076	N/A
group_3667	N/A
group_3077	N/A
mshD~~~mshD_1	N/A
group_3078	N/A
group_3079	N/A
yraJ_1	N/A
group_3081	N/A
group_3082	N/A
group_3083	N/A
group_3084	N/A
group_3085	N/A
group_3087	N/A
ephA_1	N/A
group_3903	N/A
group_3089	N/A
group_3671	N/A
qmcA_1~~~qmcA_2~~~qmcA	N/A
group_3090	N/A
group_3092	N/A
group_3093	N/A
group_3094	N/A
group_3095	N/A
group_3096	N/A
group_3097	N/A
group_3098	N/A
group_3101	N/A
group_3762	N/A
group_3102	N/A
petE	N/A
group_3104	N/A
eamA_2	N/A
group_3105	N/A
group_3106	N/A
group_3107	N/A
group_3108	N/A
group_3109	N/A
group_3110	N/A
group_3111	N/A
group_3112	N/A
group_3113	N/A
tmk_1	N/A
group_3678	N/A
group_3114	N/A
group_3115	N/A
group_3116	N/A
group_3117	N/A
group_3118	N/A
group_3119	N/A
group_3120	N/A
group_3121	N/A
argD_2~~~bioA_2	N/A
group_3122	N/A
group_3123	N/A
group_3769	N/A
group_3124	N/A
rppH_1	N/A
group_3125	N/A
adh_1~~~adh_2	N/A
group_3126	N/A
group_3128	N/A
group_3129	N/A
lexA_4	N/A
group_4147	N/A
group_3132	N/A
group_3133	N/A
group_3134	N/A
group_3135	N/A
tri1_1	N/A
group_3137	N/A
group_4253	N/A
group_3780	N/A
group_3139	N/A
group_3141	N/A
group_3782	N/A
mrkD	N/A
group_3686	N/A
group_3687	N/A
group_3688	N/A
group_3144	N/A
group_3145	N/A
group_3146	N/A
nudJ	N/A
group_3147	N/A
group_3689	N/A
group_3787	N/A
group_3148	N/A
group_3149	N/A
alyA	N/A
group_3150	N/A
group_3691	N/A
group_3692	N/A
group_3151	N/A
group_3152	N/A
group_3153	N/A
group_3154	N/A
group_3156	N/A
group_3695	N/A
group_3157	N/A
group_3920	N/A
group_3158	N/A
group_3161	N/A
group_3162	N/A
group_3163	N/A
amnD	N/A
intA_1~~~intA	N/A
group_3699	N/A
group_3164	N/A
group_3165	N/A
group_3166	N/A
group_3167	N/A
group_3168	N/A
group_3169	N/A
group_3171	N/A
group_3700	N/A
group_3172	N/A
group_3173	N/A
group_3701	N/A
xerC_7~~~xerC_4	N/A
group_3702	N/A
group_3174	N/A
group_3175	N/A
group_3176	N/A
group_3177	N/A
group_3178	N/A
baiN	N/A
group_3179	N/A
group_3180	N/A
group_3181	N/A
group_3182	N/A
group_3183	N/A
group_3184	N/A
dauE~~~fabG_1	N/A
group_3185	N/A
group_3186	N/A
group_3187	N/A
group_3189	N/A
group_3191	N/A
group_3445	N/A
group_3192	N/A
comR~~~comR_2	N/A
group_3195	N/A
group_3196	N/A
pxpC_1	N/A
group_3197	N/A
nemA_2~~~nemA_3~~~nemA_1	N/A
group_3198	N/A
group_3199	N/A
group_3200	N/A
group_3201	N/A
group_3203	N/A
puuB_6~~~puuB_7	N/A
group_3204	N/A
ycgJ	N/A
group_3205	N/A
group_3206	N/A
group_3207	N/A
group_3208	N/A
rhaS_8~~~rhaS_2	N/A
group_3209	N/A
group_3210	N/A
group_3211	N/A
group_3212	N/A
group_3213	N/A
group_3215	N/A
group_3216	N/A
nlhH	N/A
group_3217	N/A
group_3218	N/A
group_3219	N/A
group_3220	N/A
group_3222	N/A
group_3223	N/A
ttuB_2	N/A
group_3459	N/A
group_3224	N/A
group_3225	N/A
group_3226	N/A
stp_2	N/A
group_3227	N/A
group_3228	N/A
group_3461	N/A
group_3230	N/A
group_3231	N/A
group_3232	N/A
iaaM_1~~~iaaM_2	N/A
ycaC_1	N/A
kbp	N/A
group_3234	N/A
group_3235	N/A
group_3929	N/A
group_3930	N/A
group_3236	N/A
group_3237	N/A
group_3238	N/A
group_3239	N/A
group_3240	N/A
group_3241	N/A
group_3467	N/A
group_3242	N/A
yedZ1	N/A
group_3244	N/A
rcsC_2~~~rcsC_7	N/A
group_3245	N/A
group_3246	N/A
group_3247	N/A
group_3248	N/A
group_3249	N/A
group_3250	N/A
group_3893	N/A
group_3251	N/A
group_3252	N/A
group_3253	N/A
group_3254	N/A
group_3255	N/A
slmA	N/A
group_3257	N/A
group_3258	N/A
gltF_3~~~gltF_5~~~gltF_4	N/A
group_3259	N/A
group_3260	N/A
group_3261	N/A
gltF_4~~~gltF_3	N/A
group_3262	N/A
group_3264	N/A
group_3265	N/A
group_3266	N/A
inaZ	N/A
group_3267	N/A
group_3268	N/A
soxC_1	N/A
group_3269	N/A
group_3270	N/A
group_3271	N/A
group_3272	N/A
group_3273	N/A
group_3274	N/A
group_3276	N/A
group_3277	N/A
paiA_2	N/A
group_3278	N/A
group_3732	N/A
yedK_1	N/A
group_3279	N/A
group_3280	N/A
group_3281	N/A
group_3282	N/A
group_3284	N/A
group_3285	N/A
group_3286	N/A
group_3287	N/A
rhsA~~~rhsB	N/A
group_3288	N/A
group_3289	N/A
group_3290	N/A
group_4297	N/A
group_4298	N/A
group_3291	N/A
group_3292	N/A
group_3293	N/A
group_3294	N/A
group_3295	N/A
group_3296	N/A
group_3297	N/A
group_3298	N/A
group_3299	N/A
group_3300	N/A
group_3301	N/A
group_3302	N/A
group_3303	N/A
group_3304	N/A
group_4256	N/A
group_3305	N/A
rhsC	N/A
group_3739	N/A
group_3308	N/A
group_3309	N/A
group_3310	N/A
group_3311	N/A
lexA_3~~~lexA_4~~~lexA_2	N/A
group_3312	N/A
group_4251	N/A
intA~~~intA_3	N/A
group_3314	N/A
group_3315	N/A
group_3317	N/A
group_3318	N/A
group_3319	N/A
group_3320	N/A
group_3480	N/A
group_3321	N/A
group_3322	N/A
group_3323	N/A
group_3324	N/A
group_3325	N/A
group_3326	N/A
group_3327	N/A
group_3897	N/A
group_3328	N/A
group_3329	N/A
group_3330	N/A
bacC_2	N/A
nepI_2~~~nepI_1	N/A
group_3331	N/A
group_3483	N/A
group_3332	N/A
group_3333	N/A
group_3334	N/A
group_3337	N/A
rcsC_3~~~rcsC_8	N/A
group_3338	N/A
group_3339	N/A
group_3340	N/A
group_3341	N/A
mamB	N/A
group_3342	N/A
group_3343	N/A
group_3344	N/A
group_3345	N/A
group_3346	N/A
group_3347	N/A
group_4331	N/A
group_4257	N/A
group_3348	N/A
group_3349	N/A
group_3350	N/A
group_3351	N/A
group_3352	N/A
group_3353	N/A
group_3354	N/A
group_3355	N/A
group_3356	N/A
group_3358	N/A
group_3359	N/A
group_3360	N/A
group_3361	N/A
group_3362	N/A
group_3363	N/A
group_3916	N/A
group_3364	N/A
group_3366	N/A
group_3367	N/A
group_3368	N/A
group_3369	N/A
group_3372	N/A
group_3373	N/A
group_3374	N/A
group_3375	N/A
group_3376	N/A
group_3377	N/A
group_3379	N/A
group_3380	N/A
group_3381	N/A
group_3382	N/A
group_3383	N/A
group_3384	N/A
group_3385	N/A
group_3386	N/A
group_3387	N/A
group_3389	N/A
group_3390	N/A
bin3~~~bin3_2	N/A
group_3391	N/A
group_4247	N/A
group_3392	N/A
group_3393	N/A
group_3394	N/A
group_4316	N/A
group_3395	N/A
group_3396	N/A
group_3397	N/A
group_3398	N/A
group_3399	N/A
